Fecha Alta,Operación,Provincia,Superficie,Precio Venta
2005-03-12,Venta,Girona,181,1805475
2005-03-13,Venta,Tarragona,124,1070740
2005-03-14,Venta,Girona,164,785068
2005-03-14,Venta,Lleida,291,1497195
2005-03-14,Alquiler,Girona,164,1526840
2005-03-14,Alquiler,Tarragona,188,996588
2005-03-14,Alquiler,Tarragona,79,451643
2005-03-15,Venta,Girona,268,2422720
2005-03-16,Venta,Barcelona,130,1292980
2005-03-16,Alquiler,Barcelona,138,949578
2005-03-17,Venta,Lleida,88,820776
2005-03-17,Venta,Lleida,116,848888
2005-03-18,Venta,Lleida,233,1673173
2005-03-18,Venta,Barcelona,116,841232
2005-03-19,Alquiler,Lleida,55,376090
2005-03-19,Venta,Girona,192,820608
2005-03-19,Venta,Lleida,149,839615
2005-03-19,Alquiler,Lleida,285,2562435
2005-03-19,Alquiler,Tarragona,88,630608
2005-03-20,Alquiler,Girona,100,484200
2005-03-20,Alquiler,Girona,52,269516
2005-03-20,Alquiler,Barcelona,274,1152718
2005-03-20,Venta,Girona,276,1477428
2005-03-21,Venta,Barcelona,68,367132
2005-03-22,Venta,Barcelona,268,1557884
2005-03-22,Alquiler,Tarragona,182,851032
2005-03-22,Alquiler,Barcelona,99,500148
2005-03-23,Venta,Girona,163,1362843
2005-03-23,Alquiler,Barcelona,150,730350
2005-03-23,Venta,Barcelona,126,867636
2005-03-23,Alquiler,Barcelona,71,459725
2005-03-24,Venta,Barcelona,127,757809
2005-03-24,Venta,Girona,40,354360
2005-03-24,Venta,Girona,168,1620192
2005-03-25,Venta,Girona,117,1149525
2005-03-25,Alquiler,Tarragona,241,1248862
2005-03-25,Venta,Tarragona,180,1495260
2005-03-26,Venta,Barcelona,91,485849
2005-03-26,Alquiler,Tarragona,187,1194930
2005-03-26,Alquiler,Barcelona,68,525096
2005-03-27,Venta,Tarragona,196,849464
2005-03-28,Alquiler,Tarragona,186,1843074
2005-03-28,Alquiler,Barcelona,67,627321
2005-03-28,Venta,Tarragona,57,363261
2005-03-29,Venta,Lleida,40,349720
2005-03-30,Alquiler,Girona,167,1191044
2005-03-30,Venta,Barcelona,138,1307688
2005-03-30,Alquiler,Barcelona,88,531784
2005-03-30,Venta,Tarragona,196,1730876
2005-03-30,Alquiler,Girona,216,1500984
2005-03-31,Venta,Girona,283,1599233
2005-03-31,Venta,Lleida,189,1821771
2005-04-01,Alquiler,Tarragona,278,1754180
2005-04-02,Alquiler,Lleida,222,1617270
2005-04-02,Alquiler,Lleida,285,2232690
2005-04-02,Alquiler,Lleida,132,1040028
2005-04-02,Venta,Lleida,124,804884
2005-04-03,Alquiler,Lleida,285,1938000
2005-04-04,Venta,Girona,176,1004608
2005-04-04,Venta,Tarragona,102,520914
2005-04-04,Alquiler,Girona,179,812660
2005-04-05,Alquiler,Tarragona,75,400875
2005-04-05,Alquiler,Girona,72,682344
2005-04-05,Alquiler,Girona,297,2872287
2005-04-05,Venta,Barcelona,194,1612334
2005-04-05,Alquiler,Tarragona,244,2413648
2005-04-05,Alquiler,Tarragona,259,1857807
2005-04-05,Alquiler,Lleida,175,1560125
2005-04-06,Venta,Tarragona,131,1273320
2005-04-06,Alquiler,Lleida,170,1566720
2005-04-06,Venta,Tarragona,230,1806650
2005-04-07,Venta,Barcelona,102,480318
2005-04-07,Alquiler,Girona,214,899228
2005-04-07,Venta,Lleida,89,716272
2005-04-07,Venta,Girona,230,1751450
2005-04-08,Venta,Barcelona,248,1179488
2005-04-09,Venta,Girona,290,1702590
2005-04-09,Venta,Barcelona,71,309702
2005-04-10,Venta,Tarragona,299,2531334
2005-04-11,Venta,Girona,288,2371392
2005-04-11,Venta,Tarragona,130,657020
2005-04-13,Venta,Tarragona,102,627300
2005-04-14,Venta,Tarragona,91,778141
2005-04-14,Venta,Barcelona,274,2229812
2005-04-15,Venta,Girona,264,2589312
2005-04-15,Venta,Lleida,149,1004707
2005-04-15,Alquiler,Lleida,99,574200
2005-04-15,Alquiler,Lleida,267,1517628
2005-04-15,Alquiler,Girona,185,1059680
2005-04-16,Venta,Girona,180,1523880
2005-04-16,Alquiler,Lleida,165,921195
2005-04-17,Alquiler,Tarragona,142,1205864
2005-04-17,Alquiler,Lleida,116,1035416
2005-04-17,Alquiler,Barcelona,223,1795819
2005-04-17,Venta,Tarragona,93,375999
2005-04-17,Alquiler,Tarragona,275,1543850
2005-04-18,Alquiler,Lleida,281,1727588
2005-04-18,Alquiler,Girona,164,841484
2005-04-18,Alquiler,Girona,271,2478566
2005-04-18,Venta,Lleida,245,2396835
2005-04-19,Alquiler,Lleida,84,431760
2005-04-19,Venta,Girona,48,454416
2005-04-19,Alquiler,Barcelona,73,563122
2005-04-19,Alquiler,Barcelona,152,651472
2005-04-19,Venta,Barcelona,43,281521
2005-04-20,Alquiler,Barcelona,273,2306031
2005-04-20,Venta,Girona,182,1367366
2005-04-20,Alquiler,Lleida,263,2094795
2005-04-21,Venta,Tarragona,176,1435632
2005-04-21,Alquiler,Tarragona,281,1619122
2005-04-21,Venta,Tarragona,42,287952
2005-04-21,Alquiler,Lleida,79,705628
2005-04-22,Venta,Tarragona,229,954930
2005-04-22,Alquiler,Tarragona,266,2583126
2005-04-23,Alquiler,Girona,69,493971
2005-04-24,Venta,Girona,40,163920
2005-04-24,Alquiler,Tarragona,77,716793
2005-04-24,Venta,Tarragona,172,1033548
2005-04-25,Venta,Girona,132,1007688
2005-04-25,Venta,Barcelona,194,1698664
2005-04-25,Alquiler,Barcelona,269,2292149
2005-04-25,Venta,Tarragona,285,1500240
2005-04-25,Alquiler,Lleida,51,370158
2005-04-25,Alquiler,Barcelona,50,333650
2005-04-26,Venta,Barcelona,115,950015
2005-04-26,Venta,Lleida,201,1850004
2005-04-26,Venta,Barcelona,102,892704
2005-04-26,Alquiler,Girona,98,425712
2005-04-26,Venta,Tarragona,59,505040
2005-04-27,Venta,Girona,189,1064637
2005-04-27,Alquiler,Barcelona,269,1702501
2005-04-28,Venta,Barcelona,242,2418064
2005-04-28,Alquiler,Tarragona,158,886222
2005-04-28,Venta,Barcelona,161,1421308
2005-04-28,Venta,Lleida,285,1827420
2005-04-29,Venta,Tarragona,274,2474494
2005-04-29,Venta,Tarragona,256,1059328
2005-04-29,Venta,Tarragona,196,1201480
2005-04-30,Venta,Tarragona,186,1179612
2005-04-30,Alquiler,Tarragona,172,1441188
2005-04-30,Venta,Girona,157,729579
2005-05-01,Venta,Lleida,82,783510
2005-05-01,Venta,Girona,65,350155
2005-05-01,Venta,Tarragona,104,850720
2005-05-02,Alquiler,Girona,81,567486
2005-05-02,Venta,Tarragona,45,183105
2005-05-02,Alquiler,Lleida,128,976384
2005-05-02,Alquiler,Lleida,240,1270800
2005-05-03,Alquiler,Barcelona,77,406252
2005-05-04,Venta,Barcelona,286,2633774
2005-05-04,Venta,Lleida,224,2211328
2005-05-04,Venta,Barcelona,214,1287210
2005-05-04,Venta,Girona,175,1363950
2005-05-04,Venta,Lleida,104,609128
2005-05-05,Venta,Tarragona,128,832000
2005-05-05,Alquiler,Tarragona,186,1543428
2005-05-06,Alquiler,Barcelona,119,1013523
2005-05-06,Venta,Girona,192,958464
2005-05-06,Alquiler,Lleida,94,902212
2005-05-06,Venta,Tarragona,248,1352096
2005-05-06,Venta,Girona,167,814793
2005-05-07,Alquiler,Lleida,101,634583
2005-05-08,Venta,Barcelona,258,2066064
2005-05-08,Alquiler,Barcelona,245,1244600
2005-05-08,Alquiler,Lleida,141,843180
2005-05-08,Venta,Girona,270,2288520
2005-05-08,Venta,Girona,203,1892772
2005-05-09,Venta,Lleida,111,924741
2005-05-09,Alquiler,Girona,160,804640
2005-05-09,Alquiler,Girona,235,1046925
2005-05-09,Venta,Tarragona,44,305756
2005-05-09,Venta,Barcelona,254,2011934
2005-05-10,Venta,Girona,252,1923264
2005-05-10,Alquiler,Lleida,292,1177052
2005-05-10,Alquiler,Lleida,223,1623217
2005-05-10,Alquiler,Barcelona,107,899014
2005-05-11,Venta,Girona,166,804768
2005-05-13,Venta,Lleida,190,1670100
2005-05-13,Venta,Barcelona,280,2349200
2005-05-13,Venta,Tarragona,155,1133050
2005-05-14,Alquiler,Girona,254,2417572
2005-05-15,Venta,Barcelona,188,1453428
2005-05-15,Venta,Girona,71,493166
2005-05-15,Venta,Barcelona,163,1531222
2005-05-16,Venta,Tarragona,233,1864000
2005-05-16,Venta,Barcelona,185,1384355
2005-05-16,Venta,Lleida,206,1733696
2005-05-18,Venta,Tarragona,80,662000
2005-05-18,Alquiler,Tarragona,119,999481
2005-05-18,Alquiler,Girona,233,2120067
2005-05-18,Venta,Barcelona,159,742848
2005-05-21,Alquiler,Tarragona,209,1206766
2005-05-21,Alquiler,Barcelona,179,896969
2005-05-21,Alquiler,Barcelona,97,834394
2005-05-21,Venta,Tarragona,262,1137866
2005-05-21,Alquiler,Tarragona,87,520521
2005-05-21,Alquiler,Barcelona,244,1300276
2005-05-21,Venta,Tarragona,169,1040871
2005-05-22,Venta,Barcelona,196,1584856
2005-05-22,Alquiler,Girona,282,1132230
2005-05-23,Alquiler,Tarragona,280,1240400
2005-05-23,Alquiler,Barcelona,185,1583785
2005-05-23,Venta,Barcelona,63,516159
2005-05-24,Alquiler,Tarragona,86,467410
2005-05-24,Alquiler,Girona,223,2228439
2005-05-24,Alquiler,Tarragona,195,1539135
2005-05-25,Alquiler,Lleida,200,1046800
2005-05-25,Venta,Lleida,63,416430
2005-05-25,Venta,Barcelona,208,1792128
2005-05-25,Venta,Barcelona,54,264438
2005-05-26,Alquiler,Tarragona,273,1610973
2005-05-27,Venta,Tarragona,134,572984
2005-05-27,Alquiler,Girona,80,548000
2005-05-27,Venta,Lleida,175,1428350
2005-05-27,Venta,Barcelona,261,1435239
2005-05-28,Venta,Lleida,108,1001376
2005-05-28,Venta,Girona,233,1306664
2005-05-28,Venta,Girona,255,1504755
2005-05-29,Alquiler,Tarragona,249,2116251
2005-05-29,Venta,Barcelona,160,1496320
2005-05-29,Alquiler,Tarragona,73,672257
2005-05-29,Alquiler,Lleida,204,958392
2005-05-29,Alquiler,Barcelona,137,585812
2005-05-30,Venta,Tarragona,54,470988
2005-05-31,Alquiler,Barcelona,96,567072
2005-05-31,Alquiler,Lleida,188,1579012
2005-06-01,Alquiler,Girona,85,706690
2005-06-01,Alquiler,Barcelona,69,499698
2005-06-02,Venta,Barcelona,269,1779435
2005-06-03,Venta,Girona,70,455000
2005-06-04,Alquiler,Lleida,258,1687836
2005-06-04,Alquiler,Tarragona,193,1605374
2005-06-04,Venta,Tarragona,182,1047774
2005-06-05,Venta,Tarragona,223,2190752
2005-06-05,Venta,Lleida,93,496806
2005-06-05,Venta,Girona,277,1691085
2005-06-05,Venta,Girona,76,456532
2005-06-06,Alquiler,Girona,228,1039452
2005-06-06,Venta,Girona,129,563085
2005-06-06,Venta,Lleida,80,471440
2005-06-07,Alquiler,Tarragona,177,1591584
2005-06-07,Venta,Girona,179,1393157
2005-06-08,Alquiler,Tarragona,61,525454
2005-06-08,Venta,Barcelona,132,802428
2005-06-09,Venta,Lleida,299,2333097
2005-06-09,Alquiler,Tarragona,131,1297686
2005-06-09,Alquiler,Lleida,54,419256
2005-06-09,Alquiler,Tarragona,274,2690954
2005-06-09,Alquiler,Tarragona,67,485013
2005-06-10,Alquiler,Lleida,141,1250952
2005-06-10,Venta,Barcelona,213,1955340
2005-06-11,Alquiler,Tarragona,269,2549313
2005-06-11,Alquiler,Tarragona,53,216187
2005-06-11,Alquiler,Lleida,248,2172232
2005-06-12,Alquiler,Girona,73,364270
2005-06-12,Alquiler,Tarragona,229,1504301
2005-06-13,Venta,Tarragona,51,417231
2005-06-13,Venta,Barcelona,124,1053628
2005-06-13,Alquiler,Tarragona,261,1344933
2005-06-13,Alquiler,Barcelona,157,868367
2005-06-13,Venta,Barcelona,64,368384
2005-06-13,Alquiler,Barcelona,282,2677590
2005-06-14,Venta,Barcelona,151,1484028
2005-06-15,Alquiler,Girona,167,1121906
2005-06-15,Venta,Lleida,109,537915
2005-06-15,Alquiler,Barcelona,106,704476
2005-06-15,Venta,Lleida,144,1323792
2005-06-16,Venta,Barcelona,112,691712
2005-06-16,Alquiler,Girona,138,1241034
2005-06-16,Alquiler,Tarragona,165,1405305
2005-06-16,Alquiler,Tarragona,250,1001750
2005-06-17,Alquiler,Tarragona,201,1471320
2005-06-17,Venta,Girona,199,1590010
2005-06-18,Venta,Lleida,278,2520904
2005-06-18,Venta,Tarragona,175,880075
2005-06-18,Alquiler,Girona,55,256630
2005-06-19,Alquiler,Barcelona,175,1084300
2005-06-20,Venta,Lleida,125,595750
2005-06-21,Venta,Lleida,52,317044
2005-06-21,Venta,Girona,120,1175160
2005-06-21,Alquiler,Lleida,157,977011
2005-06-21,Venta,Girona,190,778430
2005-06-22,Venta,Tarragona,47,220148
2005-06-22,Alquiler,Girona,256,2512640
2005-06-22,Venta,Tarragona,118,716260
2005-06-22,Venta,Girona,274,2594780
2005-06-22,Venta,Girona,244,2180628
2005-06-22,Venta,Tarragona,163,763329
2005-06-23,Venta,Lleida,213,1587063
2005-06-23,Alquiler,Girona,261,2419209
2005-06-24,Venta,Lleida,199,987040
2005-06-24,Alquiler,Girona,110,781000
2005-06-26,Alquiler,Lleida,200,1689000
2005-06-27,Venta,Lleida,182,805714
2005-06-28,Alquiler,Girona,139,1217501
2005-06-28,Alquiler,Girona,151,1456999
2005-06-28,Venta,Lleida,74,659858
2005-06-28,Venta,Lleida,175,999950
2005-06-29,Alquiler,Barcelona,53,399143
2005-06-29,Venta,Barcelona,40,306120
2005-06-29,Venta,Lleida,158,1454232
2005-06-29,Alquiler,Tarragona,134,880380
2005-06-30,Venta,Tarragona,252,2283372
2005-06-30,Venta,Girona,68,586908
2005-06-30,Venta,Tarragona,50,400600
2005-06-30,Alquiler,Girona,204,1132608
2005-06-30,Alquiler,Girona,185,1257075
2005-06-30,Alquiler,Tarragona,69,480240
2005-07-01,Venta,Lleida,251,2325766
2005-07-01,Alquiler,Girona,260,1542580
2005-07-01,Alquiler,Girona,71,540452
2005-07-02,Alquiler,Barcelona,217,1742293
2005-07-04,Venta,Tarragona,68,456756
2005-07-04,Venta,Girona,43,361759
2005-07-04,Venta,Barcelona,197,1035826
2005-07-04,Alquiler,Girona,161,1405852
2005-07-04,Venta,Tarragona,103,850368
2005-07-05,Alquiler,Tarragona,227,2223919
2005-07-06,Venta,Lleida,124,1045816
2005-07-06,Venta,Tarragona,243,2401083
2005-07-06,Venta,Girona,53,381494
2005-07-06,Venta,Lleida,199,1573493
2005-07-06,Venta,Lleida,88,866008
2005-07-07,Alquiler,Girona,135,1294110
2005-07-07,Venta,Barcelona,214,1258534
2005-07-08,Alquiler,Barcelona,45,330885
2005-07-08,Alquiler,Tarragona,59,519259
2005-07-09,Alquiler,Barcelona,176,804144
2005-07-09,Alquiler,Girona,167,944385
2005-07-10,Venta,Barcelona,108,436428
2005-07-11,Alquiler,Barcelona,130,859040
2005-07-11,Venta,Barcelona,63,618786
2005-07-12,Alquiler,Barcelona,132,708840
2005-07-12,Alquiler,Tarragona,183,1388238
2005-07-12,Venta,Barcelona,159,1582845
2005-07-13,Alquiler,Tarragona,163,830648
2005-07-13,Alquiler,Girona,138,824688
2005-07-14,Alquiler,Girona,177,1074921
2005-07-15,Alquiler,Barcelona,291,1823406
2005-07-15,Venta,Girona,74,583638
2005-07-15,Venta,Girona,206,1881810
2005-07-15,Venta,Lleida,240,1983840
2005-07-16,Venta,Tarragona,80,533840
2005-07-16,Alquiler,Lleida,140,706440
2005-07-16,Alquiler,Tarragona,296,2057496
2005-07-17,Alquiler,Lleida,210,2005080
2005-07-17,Alquiler,Tarragona,273,2202837
2005-07-17,Alquiler,Barcelona,67,347931
2005-07-18,Venta,Barcelona,127,583692
2005-07-18,Alquiler,Barcelona,300,1716300
2005-07-18,Venta,Barcelona,202,1271388
2005-07-18,Alquiler,Barcelona,203,1699719
2005-07-19,Venta,Barcelona,275,1620575
2005-07-20,Alquiler,Lleida,298,2207286
2005-07-20,Alquiler,Tarragona,288,1186560
2005-07-20,Venta,Girona,178,1723040
2005-07-20,Venta,Tarragona,141,1207101
2005-07-21,Venta,Tarragona,110,786830
2005-07-21,Alquiler,Tarragona,233,2224917
2005-07-21,Alquiler,Lleida,297,2463021
2005-07-22,Alquiler,Girona,300,1832100
2005-07-22,Venta,Girona,191,916418
2005-07-22,Venta,Girona,203,1026774
2005-07-22,Venta,Tarragona,291,1447434
2005-07-23,Venta,Lleida,101,478639
2005-07-23,Alquiler,Girona,245,2170945
2005-07-23,Venta,Lleida,287,1607487
2005-07-23,Venta,Lleida,142,682168
2005-07-24,Venta,Tarragona,255,1627920
2005-07-24,Venta,Barcelona,207,1107864
2005-07-24,Alquiler,Tarragona,77,562947
2005-07-25,Venta,Girona,80,568880
2005-07-25,Venta,Lleida,96,645408
2005-07-25,Alquiler,Barcelona,264,2133120
2005-07-26,Venta,Lleida,256,1656064
2005-07-26,Alquiler,Girona,167,1606206
2005-07-26,Alquiler,Girona,245,1311730
2005-07-27,Alquiler,Lleida,114,764370
2005-07-28,Venta,Lleida,136,1309544
2005-07-28,Alquiler,Tarragona,115,756355
2005-07-28,Alquiler,Barcelona,165,687720
2005-07-29,Venta,Tarragona,132,807048
2005-07-30,Alquiler,Barcelona,260,1301560
2005-07-31,Alquiler,Barcelona,211,1951328
2005-07-31,Alquiler,Lleida,106,437674
2005-08-01,Venta,Barcelona,139,740731
2005-08-01,Alquiler,Lleida,95,563255
2005-08-01,Venta,Lleida,245,2292465
2005-08-02,Alquiler,Tarragona,71,692037
2005-08-03,Venta,Lleida,275,2110900
2005-08-03,Alquiler,Girona,84,690396
2005-08-03,Alquiler,Tarragona,152,960032
2005-08-03,Venta,Girona,64,399488
2005-08-03,Alquiler,Lleida,126,757260
2005-08-03,Alquiler,Lleida,86,685592
2005-08-04,Alquiler,Tarragona,135,990360
2005-08-04,Alquiler,Girona,222,1477410
2005-08-04,Alquiler,Girona,56,375592
2005-08-04,Venta,Girona,286,1658800
2005-08-04,Venta,Tarragona,233,1782683
2005-08-04,Alquiler,Barcelona,47,286747
2005-08-04,Alquiler,Tarragona,59,281548
2005-08-05,Alquiler,Lleida,73,328646
2005-08-05,Venta,Barcelona,188,1209216
2005-08-06,Venta,Barcelona,245,1202705
2005-08-06,Venta,Girona,297,2440449
2005-08-06,Alquiler,Lleida,99,942579
2005-08-06,Alquiler,Tarragona,69,349623
2005-08-07,Alquiler,Barcelona,300,1900200
2005-08-07,Alquiler,Tarragona,48,404352
2005-08-07,Venta,Lleida,201,1522977
2005-08-07,Venta,Girona,92,739864
2005-08-08,Alquiler,Barcelona,250,1669250
2005-08-08,Venta,Girona,224,1448384
2005-08-08,Venta,Barcelona,112,829808
2005-08-08,Venta,Girona,184,1156808
2005-08-09,Venta,Lleida,300,2155200
2005-08-09,Alquiler,Tarragona,162,1297134
2005-08-09,Alquiler,Lleida,93,552513
2005-08-10,Venta,Lleida,276,2667816
2005-08-10,Alquiler,Tarragona,130,1246050
2005-08-10,Venta,Barcelona,269,2384954
2005-08-10,Alquiler,Girona,133,958132
2005-08-11,Venta,Girona,184,1147608
2005-08-12,Venta,Tarragona,297,2888325
2005-08-12,Venta,Tarragona,118,545986
2005-08-14,Venta,Barcelona,119,906780
2005-08-14,Alquiler,Tarragona,57,293037
2005-08-14,Venta,Lleida,77,592823
2005-08-15,Alquiler,Girona,63,601398
2005-08-15,Alquiler,Lleida,159,761928
2005-08-15,Alquiler,Lleida,137,804327
2005-08-15,Alquiler,Barcelona,82,375232
2005-08-15,Alquiler,Lleida,79,411669
2005-08-16,Alquiler,Barcelona,89,358670
2005-08-16,Alquiler,Barcelona,232,1643256
2005-08-16,Alquiler,Barcelona,221,1069640
2005-08-16,Alquiler,Lleida,212,1926868
2005-08-17,Venta,Barcelona,58,509356
2005-08-17,Venta,Lleida,167,1423007
2005-08-18,Alquiler,Barcelona,224,986048
2005-08-19,Venta,Girona,272,2233120
2005-08-19,Alquiler,Lleida,238,2275994
2005-08-19,Alquiler,Lleida,69,442635
2005-08-22,Venta,Barcelona,209,843106
2005-08-22,Alquiler,Lleida,103,872204
2005-08-23,Alquiler,Girona,203,1933372
2005-08-23,Venta,Tarragona,263,1499889
2005-08-24,Venta,Tarragona,236,1707224
2005-08-25,Venta,Girona,227,1789214
2005-08-26,Venta,Lleida,223,1509710
2005-08-26,Venta,Girona,242,2290046
2005-08-26,Alquiler,Tarragona,216,2045304
2005-08-27,Venta,Tarragona,239,2181353
2005-08-27,Venta,Lleida,300,2625600
2005-08-27,Venta,Lleida,48,474864
2005-08-27,Venta,Barcelona,91,663845
2005-08-27,Alquiler,Lleida,70,615440
2005-08-28,Venta,Girona,284,1459192
2005-08-28,Alquiler,Girona,265,1441070
2005-08-28,Venta,Tarragona,101,552773
2005-08-28,Alquiler,Girona,224,1932448
2005-08-28,Alquiler,Barcelona,254,1191260
2005-08-28,Venta,Lleida,97,765815
2005-08-29,Alquiler,Girona,82,700854
2005-08-29,Alquiler,Lleida,252,1923516
2005-08-29,Alquiler,Girona,108,581580
2005-08-30,Venta,Girona,142,681884
2005-08-30,Venta,Tarragona,139,785628
2005-08-30,Venta,Lleida,78,391950
2005-08-30,Venta,Lleida,233,2171327
2005-08-31,Venta,Girona,275,1826825
2005-08-31,Alquiler,Girona,248,1234048
2005-08-31,Venta,Barcelona,158,1473982
2005-09-01,Venta,Girona,116,1143412
2005-09-02,Alquiler,Barcelona,213,1333593
2005-09-03,Alquiler,Barcelona,202,1558430
2005-09-03,Venta,Barcelona,163,1150128
2005-09-03,Venta,Barcelona,245,1517285
2005-09-04,Alquiler,Lleida,198,840312
2005-09-06,Venta,Lleida,288,2171520
2005-09-06,Venta,Barcelona,161,827057
2005-09-06,Alquiler,Tarragona,170,1429020
2005-09-06,Alquiler,Tarragona,261,2026404
2005-09-07,Alquiler,Tarragona,99,938916
2005-09-07,Alquiler,Tarragona,205,1762180
2005-09-07,Alquiler,Barcelona,173,842683
2005-09-07,Venta,Barcelona,272,2074000
2005-09-08,Venta,Barcelona,299,1424436
2005-09-08,Alquiler,Lleida,115,907580
2005-09-09,Venta,Girona,201,1333434
2005-09-09,Venta,Barcelona,129,617652
2005-09-09,Alquiler,Tarragona,100,526800
2005-09-09,Venta,Tarragona,187,1031305
2005-09-09,Alquiler,Tarragona,153,824517
2005-09-09,Venta,Barcelona,218,1911424
2005-09-10,Venta,Lleida,121,747659
2005-09-10,Venta,Barcelona,254,1668526
2005-09-10,Alquiler,Lleida,173,994750
2005-09-10,Alquiler,Tarragona,250,2478000
2005-09-10,Alquiler,Lleida,142,1201462
2005-09-10,Venta,Tarragona,270,1798470
2005-09-11,Alquiler,Barcelona,145,943805
2005-09-11,Alquiler,Lleida,194,1931658
2005-09-11,Venta,Tarragona,271,2028164
2005-09-11,Alquiler,Tarragona,240,1602720
2005-09-11,Venta,Tarragona,185,1230990
2005-09-12,Venta,Tarragona,194,1490114
2005-09-12,Venta,Tarragona,223,2143922
2005-09-12,Venta,Barcelona,66,415866
2005-09-13,Venta,Barcelona,140,864080
2005-09-13,Alquiler,Barcelona,223,974956
2005-09-14,Alquiler,Girona,258,1430352
2005-09-14,Alquiler,Tarragona,176,1043856
2005-09-14,Venta,Barcelona,94,707914
2005-09-14,Alquiler,Tarragona,153,948600
2005-09-16,Alquiler,Girona,91,838292
2005-09-16,Venta,Tarragona,145,598705
2005-09-16,Venta,Tarragona,79,441373
2005-09-17,Venta,Girona,70,428190
2005-09-17,Venta,Girona,292,2630336
2005-09-17,Venta,Tarragona,51,425646
2005-09-17,Venta,Tarragona,132,641520
2005-09-19,Alquiler,Barcelona,193,1540140
2005-09-20,Alquiler,Girona,240,2183760
2005-09-21,Alquiler,Barcelona,111,656676
2005-09-21,Alquiler,Tarragona,123,873546
2005-09-21,Venta,Girona,117,474084
2005-09-21,Alquiler,Girona,258,1758786
2005-09-21,Venta,Tarragona,116,803300
2005-09-21,Alquiler,Tarragona,185,1129980
2005-09-21,Venta,Lleida,55,433235
2005-09-22,Venta,Barcelona,182,1305304
2005-09-24,Alquiler,Lleida,85,613275
2005-09-24,Alquiler,Tarragona,204,878424
2005-09-24,Alquiler,Lleida,47,403401
2005-09-25,Venta,Tarragona,232,2133472
2005-09-25,Alquiler,Barcelona,98,683844
2005-09-26,Venta,Lleida,214,1689316
2005-09-26,Venta,Girona,191,1514057
2005-09-27,Alquiler,Girona,78,678132
2005-09-27,Alquiler,Barcelona,187,911064
2005-09-29,Alquiler,Barcelona,121,490897
2005-09-29,Venta,Barcelona,231,2299374
2005-09-29,Venta,Lleida,82,764240
2005-09-30,Alquiler,Barcelona,79,409378
2005-10-01,Venta,Tarragona,134,549668
2005-10-01,Venta,Barcelona,164,878712
2005-10-01,Alquiler,Tarragona,285,1779825
2005-10-01,Alquiler,Lleida,148,644688
2005-10-01,Venta,Barcelona,132,850476
2005-10-01,Venta,Lleida,193,1033515
2005-10-01,Venta,Girona,53,446313
2005-10-01,Venta,Tarragona,229,2215117
2005-10-02,Venta,Girona,279,1512738
2005-10-02,Alquiler,Barcelona,204,1929228
2005-10-02,Alquiler,Barcelona,68,613496
2005-10-02,Venta,Barcelona,180,979560
2005-10-02,Venta,Barcelona,55,264385
2005-10-02,Alquiler,Barcelona,258,1146552
2005-10-03,Venta,Lleida,300,1506300
2005-10-03,Alquiler,Girona,85,809115
2005-10-03,Venta,Tarragona,61,257725
2005-10-03,Venta,Lleida,82,359406
2005-10-03,Venta,Tarragona,299,2669472
2005-10-03,Venta,Girona,85,658835
2005-10-04,Alquiler,Girona,85,749275
2005-10-04,Venta,Girona,238,2184364
2005-10-04,Alquiler,Girona,228,1747392
2005-10-05,Venta,Barcelona,106,804540
2005-10-05,Alquiler,Barcelona,274,1753052
2005-10-05,Alquiler,Girona,118,970314
2005-10-05,Venta,Barcelona,224,1420160
2005-10-06,Alquiler,Girona,208,1811680
2005-10-06,Alquiler,Lleida,132,882420
2005-10-06,Alquiler,Barcelona,211,1522998
2005-10-06,Alquiler,Lleida,289,2249576
2005-10-06,Venta,Lleida,160,1319520
2005-10-06,Venta,Tarragona,127,1204722
2005-10-07,Venta,Barcelona,158,909606
2005-10-07,Venta,Lleida,253,2378453
2005-10-07,Venta,Barcelona,116,857936
2005-10-07,Venta,Barcelona,242,1963104
2005-10-08,Venta,Tarragona,264,1133352
2005-10-09,Alquiler,Girona,211,1244056
2005-10-09,Venta,Lleida,129,735945
2005-10-11,Alquiler,Girona,151,1382707
2005-10-11,Venta,Barcelona,64,480384
2005-10-12,Venta,Lleida,215,1473180
2005-10-12,Venta,Barcelona,124,945624
2005-10-12,Alquiler,Girona,246,2010312
2005-10-12,Alquiler,Barcelona,56,346192
2005-10-12,Alquiler,Girona,72,686232
2005-10-12,Venta,Tarragona,120,1050000
2005-10-13,Venta,Girona,76,368676
2005-10-13,Venta,Lleida,255,2063460
2005-10-13,Venta,Lleida,245,1605730
2005-10-14,Venta,Lleida,122,497272
2005-10-14,Alquiler,Girona,207,1556226
2005-10-15,Venta,Girona,84,437640
2005-10-15,Alquiler,Barcelona,271,2334123
2005-10-15,Alquiler,Lleida,257,2136184
2005-10-15,Venta,Girona,262,2390750
2005-10-16,Venta,Barcelona,228,994536
2005-10-16,Venta,Girona,145,1169860
2005-10-16,Venta,Barcelona,214,1687604
2005-10-17,Alquiler,Lleida,159,724563
2005-10-17,Venta,Lleida,202,1867692
2005-10-17,Venta,Tarragona,156,991224
2005-10-18,Alquiler,Lleida,211,1284568
2005-10-18,Alquiler,Lleida,71,388583
2005-10-18,Alquiler,Girona,157,1182053
2005-10-19,Venta,Tarragona,70,511840
2005-10-20,Alquiler,Barcelona,133,745864
