Fecha Alta,Referencia,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2005-05-04,1376,Casa,Venta,Lleida,104,609128,2005-12-27,María
2005-05-05,1377,Industrial,Venta,Tarragona,128,832000,2005-10-06,Luisa
2005-05-06,1380,Industrial,Venta,Girona,192,958464,2005-08-13,Jesús
2005-05-06,1382,Parking,Venta,Tarragona,248,1352096,2006-03-14,Jesús
2005-05-06,1383,Industrial,Venta,Girona,167,814793,2006-02-27,Luisa
2005-05-08,1385,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
2005-05-08,1388,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
2005-05-08,1389,Parking,Venta,Girona,203,1892772,2006-03-26,María
2005-05-09,1390,Oficina,Venta,Lleida,111,924741,2006-03-15,Carmen
2005-05-09,1393,Oficina,Venta,Tarragona,44,305756,2005-11-02,Carmen
2005-05-09,1394,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
2005-05-10,1395,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
2005-05-11,1399,Oficina,Venta,Girona,166,804768,2005-12-04,María
2005-05-13,1400,Suelo,Venta,Lleida,190,1670100,2005-11-10,María
2005-05-13,1401,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
2005-05-13,1402,Industrial,Venta,Tarragona,155,1133050,2006-02-28,Pedro
2005-05-15,1404,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
2005-05-15,1405,Parking,Venta,Girona,71,493166,2005-12-08,Joaquín
2005-05-15,1406,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
2005-05-16,1407,Oficina,Venta,Tarragona,233,1864000,2005-12-06,Luisa
2005-05-16,1408,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
2005-05-16,1409,Industrial,Venta,Lleida,206,1733696,2005-09-16,Pedro
2005-05-18,1410,Oficina,Venta,Tarragona,80,662000,2006-04-08,Carmen
2005-05-18,1413,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
2005-05-21,1417,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
2005-05-21,1420,Oficina,Venta,Tarragona,169,1040871,2005-09-02,Pedro
2005-05-22,1421,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
2005-05-23,1425,Parking,Venta,Barcelona,63,516159,2006-03-13,Luisa
2005-05-25,1430,Industrial,Venta,Lleida,63,416430,2006-01-09,Pedro
2005-05-25,1431,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
2005-05-25,1432,Suelo,Venta,Barcelona,54,264438,2005-08-23,Joaquín
2005-05-27,1434,Parking,Venta,Tarragona,134,572984,2005-12-30,Jesús
2005-05-27,1436,Industrial,Venta,Lleida,175,1428350,2005-11-08,Jesús
2005-05-27,1437,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
2005-05-28,1438,Parking,Venta,Lleida,108,1001376,2006-02-10,Carmen
2005-05-28,1439,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
2005-05-28,1440,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
2005-05-29,1442,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
2005-05-30,1446,Parking,Venta,Tarragona,54,470988,2006-01-02,María
2005-06-02,1451,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
2005-06-03,1452,Industrial,Venta,Girona,70,455000,2005-10-22,Pedro
2005-06-04,1455,Casa,Venta,Tarragona,182,1047774,2006-01-31,Jesús
2005-06-05,1456,Oficina,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
2005-06-05,1457,Oficina,Venta,Lleida,93,496806,2006-03-17,Joaquín
2005-06-05,1458,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
2005-06-05,1459,Industrial,Venta,Girona,76,456532,2005-09-19,Joaquín
2005-06-06,1461,Local,Venta,Girona,129,563085,2005-12-18,Jesús
2005-06-06,1462,Piso,Venta,Lleida,80,471440,2005-09-28,Luisa
2005-06-07,1464,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
2005-06-08,1466,Suelo,Venta,Barcelona,132,802428,2006-02-15,Joaquín
2005-06-09,1467,Casa,Venta,Lleida,299,2333097,2005-09-15,María
2005-06-10,1473,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
2005-06-13,1479,Industrial,Venta,Tarragona,51,417231,2006-03-19,Pedro
2005-06-13,1480,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
2005-06-13,1483,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
2005-06-14,1485,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
2005-06-15,1487,Casa,Venta,Lleida,109,537915,2006-05-16,Carmen
2005-06-15,1489,Suelo,Venta,Lleida,144,1323792,2005-09-17,Jesús
2005-06-16,1490,Parking,Venta,Barcelona,112,691712,2006-04-10,Pedro
2005-06-17,1495,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
2005-06-18,1496,Suelo,Venta,Lleida,278,2520904,2006-05-12,Luisa
2005-06-18,1497,Piso,Venta,Tarragona,175,880075,2005-12-15,Jesús
2005-06-20,1500,Industrial,Venta,Lleida,125,595750,2006-03-30,Joaquín
2005-06-21,1501,Suelo,Venta,Lleida,52,317044,2006-04-16,Jesús
2005-06-21,1502,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
2005-06-21,1504,Industrial,Venta,Girona,190,778430,2005-11-14,Joaquín
2005-06-22,1505,Suelo,Venta,Tarragona,47,220148,2006-06-14,Jesús
2005-06-22,1507,Parking,Venta,Tarragona,118,716260,2006-04-04,Luisa
2005-06-22,1508,Casa,Venta,Girona,274,2594780,2006-02-23,María
2005-06-22,1509,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
2005-06-22,1510,Parking,Venta,Tarragona,163,763329,2006-02-05,Joaquín
2005-06-23,1511,Piso,Venta,Lleida,213,1587063,2006-02-02,Carmen
2005-06-24,1513,Piso,Venta,Lleida,199,987040,2006-01-11,Luisa
2005-06-27,1516,Industrial,Venta,Lleida,182,805714,2006-03-20,Carmen
2005-06-28,1519,Piso,Venta,Lleida,74,659858,2006-05-27,Carmen
2005-06-28,1520,Local,Venta,Lleida,175,999950,2005-10-30,Carmen
2005-06-29,1522,Suelo,Venta,Barcelona,40,306120,2005-11-24,Carmen
2005-06-29,1523,Local,Venta,Lleida,158,1454232,2006-01-24,Pedro
2005-06-30,1525,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
2005-06-30,1526,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
2005-06-30,1527,Parking,Venta,Tarragona,50,400600,2005-10-02,María
2005-07-01,1531,Local,Venta,Lleida,251,2325766,2005-10-20,Joaquín
2005-07-04,1535,Suelo,Venta,Tarragona,68,456756,2005-11-20,Pedro
2005-07-04,1536,Parking,Venta,Girona,43,361759,2005-12-01,Jesús
2005-07-04,1537,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
2005-07-04,1539,Oficina,Venta,Tarragona,103,850368,2005-10-30,Carmen
2005-07-06,1541,Local,Venta,Lleida,124,1045816,2006-03-12,Carmen
2005-07-06,1542,Industrial,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
2005-07-06,1543,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
2005-07-06,1544,Parking,Venta,Lleida,199,1573493,2006-07-02,Luisa
2005-07-06,1545,Oficina,Venta,Lleida,88,866008,2006-06-23,Pedro
2005-07-07,1547,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
2005-07-10,1552,Parking,Venta,Barcelona,108,436428,2006-04-28,Jesús
2005-07-11,1554,Suelo,Venta,Barcelona,63,618786,2006-07-07,Luisa
2005-07-12,1557,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
2005-07-15,1562,Local,Venta,Girona,74,583638,2005-10-17,Luisa
2005-07-15,1563,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
2005-07-15,1564,Parking,Venta,Lleida,240,1983840,2005-10-18,Pedro
2005-07-16,1565,Piso,Venta,Tarragona,80,533840,2006-05-29,Luisa
2005-07-18,1571,Casa,Venta,Barcelona,127,583692,2006-01-11,Carmen
2005-07-18,1573,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
2005-07-19,1575,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
2005-07-20,1578,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
2005-07-20,1579,Suelo,Venta,Tarragona,141,1207101,2006-02-20,María
2005-07-21,1580,Piso,Venta,Tarragona,110,786830,2005-11-18,Carmen
2005-07-22,1584,Industrial,Venta,Girona,191,916418,2006-02-19,Luisa
2005-07-22,1585,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
2005-07-22,1586,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
2005-07-23,1587,Parking,Venta,Lleida,101,478639,2006-01-07,Joaquín
2005-07-23,1589,Casa,Venta,Lleida,287,1607487,2005-11-01,Carmen
2005-07-23,1590,Suelo,Venta,Lleida,142,682168,2006-05-25,Jesús
2005-07-24,1591,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
2005-07-24,1592,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
2005-07-25,1594,Local,Venta,Girona,80,568880,2005-10-29,Carmen
2005-07-25,1595,Parking,Venta,Lleida,96,645408,2006-05-27,Luisa
2005-07-26,1597,Parking,Venta,Lleida,256,1656064,2006-02-02,Pedro
2005-07-28,1601,Industrial,Venta,Lleida,136,1309544,2005-11-19,Joaquín
2005-07-29,1604,Suelo,Venta,Tarragona,132,807048,2005-10-31,Carmen
2005-08-01,1608,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
2005-08-01,1610,Piso,Venta,Lleida,245,2292465,2006-06-10,Carmen
2005-08-03,1612,Oficina,Venta,Lleida,275,2110900,2006-07-24,Pedro
2005-08-03,1615,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
2005-08-04,1621,Casa,Venta,Girona,286,1658800,2005-11-27,María
2005-08-04,1622,Industrial,Venta,Tarragona,233,1782683,2006-07-28,Pedro
2005-08-05,1626,Local,Venta,Barcelona,188,1209216,2006-03-14,María
2005-08-06,1627,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
2005-08-06,1628,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
2005-08-07,1633,Suelo,Venta,Lleida,201,1522977,2005-11-24,Carmen
2005-08-07,1634,Industrial,Venta,Girona,92,739864,2006-01-28,Luisa
2005-08-08,1636,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
2005-08-08,1637,Parking,Venta,Barcelona,112,829808,2006-03-29,Joaquín
2005-08-08,1638,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
2005-08-09,1639,Parking,Venta,Lleida,300,2155200,2006-08-05,Jesús
2005-08-10,1642,Industrial,Venta,Lleida,276,2667816,2005-12-16,Joaquín
2005-08-10,1644,Local,Venta,Barcelona,269,2384954,2006-02-12,María
2005-08-11,1646,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
2005-08-12,1647,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
2005-08-12,1648,Casa,Venta,Tarragona,118,545986,2006-02-27,Pedro
2005-08-14,1649,Local,Venta,Barcelona,119,906780,2005-11-21,Carmen
2005-08-14,1651,Parking,Venta,Lleida,77,592823,2006-03-25,Pedro
2005-08-17,1661,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
2005-08-17,1662,Piso,Venta,Lleida,167,1423007,2006-04-08,Carmen
2005-08-19,1664,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
2005-08-22,1667,Local,Venta,Barcelona,209,843106,2006-01-24,María
2005-08-23,1670,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
2005-08-24,1671,Industrial,Venta,Tarragona,236,1707224,2006-02-05,Pedro
2005-08-25,1672,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
2005-08-26,1673,Industrial,Venta,Lleida,223,1509710,2006-01-11,Jesús
2005-08-26,1674,Casa,Venta,Girona,242,2290046,2006-01-24,María
2005-08-27,1676,Oficina,Venta,Tarragona,239,2181353,2006-06-15,María
2005-08-27,1677,Industrial,Venta,Lleida,300,2625600,2006-01-08,María
2005-08-27,1678,Oficina,Venta,Lleida,48,474864,2006-02-11,Luisa
2005-08-27,1679,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
2005-08-28,1681,Casa,Venta,Girona,284,1459192,2006-07-02,María
2005-08-28,1683,Suelo,Venta,Tarragona,101,552773,2005-11-28,Luisa
2005-08-28,1686,Piso,Venta,Lleida,97,765815,2006-07-15,María
2005-08-30,1690,Parking,Venta,Girona,142,681884,2006-06-12,Carmen
2005-08-30,1691,Casa,Venta,Tarragona,139,785628,2006-01-10,Jesús
2005-08-30,1692,Local,Venta,Lleida,78,391950,2006-03-14,Jesús
2005-08-30,1693,Suelo,Venta,Lleida,233,2171327,2006-01-09,Jesús
2005-08-31,1694,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
2005-08-31,1696,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
2005-09-01,1697,Industrial,Venta,Girona,116,1143412,2006-07-03,María
2005-09-03,1700,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
2005-09-03,1701,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
2005-09-06,1703,Industrial,Venta,Lleida,288,2171520,2006-08-28,Carmen
2005-09-06,1704,Industrial,Venta,Barcelona,161,827057,2006-05-05,María
2005-09-07,1710,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
2005-09-08,1711,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
2005-09-09,1713,Piso,Venta,Girona,201,1333434,2006-02-17,María
2005-09-09,1714,Suelo,Venta,Barcelona,129,617652,2006-09-03,Joaquín
2005-09-09,1716,Oficina,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
2005-09-09,1718,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
2005-09-10,1719,Industrial,Venta,Lleida,121,747659,2006-03-08,Pedro
2005-09-10,1720,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
2005-09-10,1724,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
2005-09-11,1727,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
2005-09-11,1729,Suelo,Venta,Tarragona,185,1230990,2006-05-19,Jesús
2005-09-12,1730,Oficina,Venta,Tarragona,194,1490114,2005-12-18,Luisa
2005-09-12,1731,Parking,Venta,Tarragona,223,2143922,2006-04-20,Jesús
2005-09-12,1732,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
2005-09-13,1733,Industrial,Venta,Barcelona,140,864080,2006-02-08,Carmen
2005-09-14,1737,Piso,Venta,Barcelona,94,707914,2006-05-07,Jesús
2005-09-16,1740,Local,Venta,Tarragona,145,598705,2005-12-17,María
2005-09-16,1741,Oficina,Venta,Tarragona,79,441373,2006-02-02,Carmen
2005-09-17,1742,Parking,Venta,Girona,70,428190,2006-02-20,Jesús
2005-09-17,1743,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
2005-09-17,1744,Piso,Venta,Tarragona,51,425646,2005-12-18,Luisa
2005-09-17,1745,Casa,Venta,Tarragona,132,641520,2006-04-04,Joaquín
2005-09-21,1750,Local,Venta,Girona,117,474084,2006-07-21,Luisa
2005-09-21,1752,Piso,Venta,Tarragona,116,803300,2006-09-13,María
2005-09-21,1754,Piso,Venta,Lleida,55,433235,2006-03-23,Carmen
2005-09-22,1755,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
2005-09-25,1759,Casa,Venta,Tarragona,232,2133472,2006-05-18,Carmen
2005-09-26,1761,Piso,Venta,Lleida,214,1689316,2006-01-17,Carmen
2005-09-26,1762,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
2005-09-29,1766,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
2005-09-29,1767,Parking,Venta,Lleida,82,764240,2006-01-15,Pedro
2005-10-01,1769,Oficina,Venta,Tarragona,134,549668,2006-08-10,Pedro
2005-10-01,1770,Piso,Venta,Barcelona,164,878712,2006-01-21,María
2005-10-01,1773,Casa,Venta,Barcelona,132,850476,2006-05-20,Jesús
2005-10-01,1774,Casa,Venta,Lleida,193,1033515,2005-12-30,Pedro
2005-10-01,1775,Local,Venta,Girona,53,446313,2006-08-16,Pedro
2005-10-01,1776,Parking,Venta,Tarragona,229,2215117,2006-08-01,Jesús
2005-10-02,1777,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
2005-10-02,1780,Casa,Venta,Barcelona,180,979560,2006-06-09,María
2005-10-02,1781,Casa,Venta,Barcelona,55,264385,2006-07-27,Joaquín
2005-10-03,1783,Piso,Venta,Lleida,300,1506300,2006-04-24,Pedro
2005-10-03,1785,Oficina,Venta,Tarragona,61,257725,2006-02-27,Jesús
2005-10-03,1786,Casa,Venta,Lleida,82,359406,2006-09-28,Pedro
2005-10-03,1787,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
2005-10-03,1788,Parking,Venta,Girona,85,658835,2006-07-14,Luisa
2005-10-04,1790,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
2005-10-05,1792,Local,Venta,Barcelona,106,804540,2006-10-02,Pedro
2005-10-05,1795,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
2005-10-06,1800,Industrial,Venta,Lleida,160,1319520,2006-08-02,Jesús
2005-10-06,1801,Piso,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
2005-10-07,1802,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
2005-10-07,1803,Casa,Venta,Lleida,253,2378453,2006-09-10,Luisa
2005-10-07,1804,Suelo,Venta,Barcelona,116,857936,2006-01-23,Luisa
2005-10-07,1805,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
2005-10-08,1806,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
2005-10-09,1808,Local,Venta,Lleida,129,735945,2006-06-08,Joaquín
2005-10-11,1810,Industrial,Venta,Barcelona,64,480384,2006-05-15,Carmen
2005-10-12,1811,Oficina,Venta,Lleida,215,1473180,2006-05-12,Pedro
2005-10-12,1812,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
2005-10-12,1816,Industrial,Venta,Tarragona,120,1050000,2006-02-05,Pedro
2005-10-13,1817,Industrial,Venta,Girona,76,368676,2006-09-29,Luisa
2005-10-13,1818,Local,Venta,Lleida,255,2063460,2006-05-25,Luisa
2005-10-13,1819,Casa,Venta,Lleida,245,1605730,2006-06-20,Pedro
2005-10-14,1820,Industrial,Venta,Lleida,122,497272,2006-08-16,Luisa
2005-10-15,1822,Casa,Venta,Girona,84,437640,2006-02-09,María
2005-10-15,1825,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
2005-10-16,1826,Suelo,Venta,Barcelona,228,994536,2006-03-27,Joaquín
2005-10-16,1827,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
2005-10-16,1828,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
2005-10-17,1830,Oficina,Venta,Lleida,202,1867692,2006-03-06,Jesús
2005-10-17,1831,Oficina,Venta,Tarragona,156,991224,2006-05-30,Carmen
2005-10-19,1835,Oficina,Venta,Tarragona,70,511840,2006-03-20,María
2005-10-22,1842,Industrial,Venta,Lleida,254,2299208,2006-09-05,Pedro
2005-10-27,1848,Oficina,Venta,Girona,266,1327606,2006-05-02,María
2005-10-28,1849,Casa,Venta,Girona,160,781120,2006-04-10,Pedro
2005-10-28,1851,Parking,Venta,Tarragona,162,957582,2006-03-24,Joaquín
2005-10-28,1854,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
2005-10-29,1855,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
2005-10-29,1856,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
2005-10-30,1857,Local,Venta,Lleida,254,2394204,2006-08-19,María
2005-11-02,1861,Suelo,Venta,Lleida,228,1944840,2006-10-10,María
2005-11-02,1862,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
2005-11-02,1863,Suelo,Venta,Tarragona,82,417872,2006-03-23,Luisa
2005-11-03,1865,Casa,Venta,Lleida,71,299407,2006-04-05,María
2005-11-03,1866,Suelo,Venta,Lleida,70,540890,2006-06-12,Jesús
2005-11-03,1867,Parking,Venta,Tarragona,111,514596,2006-05-27,Luisa
2005-11-04,1868,Suelo,Venta,Girona,69,667299,2006-10-25,Luisa
2005-11-04,1869,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
2005-11-04,1870,Suelo,Venta,Girona,191,1895293,2006-07-21,María
2005-11-05,1871,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
2005-11-07,1874,Piso,Venta,Lleida,128,706560,2006-04-16,Carmen
2005-11-07,1875,Oficina,Venta,Lleida,93,589155,2006-04-22,Carmen
2005-11-08,1877,Oficina,Venta,Tarragona,171,1093887,2006-04-09,Pedro
2005-11-08,1878,Local,Venta,Girona,170,974610,2006-08-18,María
2005-11-08,1879,Piso,Venta,Tarragona,59,265913,2006-05-13,Luisa
2005-11-12,1885,Suelo,Venta,Tarragona,225,1300500,2006-07-24,Carmen
2005-11-13,1887,Parking,Venta,Barcelona,156,692484,2006-02-19,Pedro
2005-11-13,1888,Suelo,Venta,Tarragona,68,392972,2006-07-27,Pedro
2005-11-13,1890,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
2005-11-13,1892,Industrial,Venta,Tarragona,154,1380764,2006-05-04,Carmen
2005-11-14,1894,Parking,Venta,Girona,46,426880,2006-05-16,Luisa
2005-11-14,1895,Suelo,Venta,Lleida,280,1720320,2006-04-05,María
2005-11-14,1896,Oficina,Venta,Lleida,191,804683,2006-02-14,María
2005-11-16,1900,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
2005-11-19,1903,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
2005-11-19,1904,Oficina,Venta,Tarragona,220,1601600,2006-05-05,Luisa
2005-11-20,1907,Suelo,Venta,Tarragona,106,501380,2006-10-16,Jesús
2005-11-21,1908,Parking,Venta,Lleida,51,472668,2006-04-04,María
2005-11-22,1912,Industrial,Venta,Girona,95,783370,2006-09-04,Jesús
2005-11-22,1916,Oficina,Venta,Lleida,263,2323868,2006-05-25,Pedro
2005-11-23,1917,Local,Venta,Tarragona,58,426010,2006-03-09,Joaquín
2005-11-23,1918,Parking,Venta,Girona,45,301815,2006-10-19,Joaquín
2005-11-23,1920,Suelo,Venta,Girona,243,2347137,2006-07-19,María
2005-11-24,1921,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
2005-11-24,1922,Casa,Venta,Tarragona,223,1360523,2006-03-02,Jesús
2005-11-27,1932,Local,Venta,Girona,88,795696,2006-05-24,María
2005-11-28,1936,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
2005-11-28,1937,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
2005-11-29,1938,Local,Venta,Tarragona,154,783860,2006-05-10,Carmen
2005-11-30,1940,Industrial,Venta,Girona,102,941154,2006-08-11,Pedro
2005-11-30,1941,Casa,Venta,Lleida,172,1701080,2006-10-06,María
2005-12-01,1943,Oficina,Venta,Lleida,289,1406563,2006-08-10,Jesús
2005-12-03,1945,Local,Venta,Lleida,264,1545720,2006-06-09,Luisa
2005-12-05,1949,Piso,Venta,Barcelona,85,693515,2006-03-31,Luisa
2005-12-05,1950,Industrial,Venta,Barcelona,67,324213,2006-04-10,Luisa
2005-12-06,1954,Industrial,Venta,Lleida,264,1346136,2006-10-25,Joaquín
2005-12-07,1955,Casa,Venta,Barcelona,150,753900,2006-03-30,María
2005-12-07,1956,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
2005-12-09,1959,Casa,Venta,Tarragona,203,1002211,2006-10-04,María
2005-12-09,1960,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
2005-12-09,1961,Suelo,Venta,Barcelona,171,807120,2006-11-21,Pedro
2005-12-11,1962,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
2005-12-13,1964,Piso,Venta,Girona,116,804344,2006-04-29,María
2005-12-13,1966,Local,Venta,Barcelona,66,270996,2006-07-04,Luisa
2005-12-14,1967,Casa,Venta,Lleida,216,2046384,2006-07-03,Pedro
2005-12-15,1968,Local,Venta,Lleida,218,1732446,2006-10-05,Jesús
2005-12-16,1969,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
2005-12-16,1970,Casa,Venta,Barcelona,106,856692,2006-06-12,María
2005-12-17,1973,Parking,Venta,Girona,67,490507,2006-04-01,María
2005-12-17,1976,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
2005-12-19,1978,Casa,Venta,Tarragona,162,696762,2006-07-06,Pedro
2005-12-20,1980,Local,Venta,Lleida,281,2671748,2006-12-18,Carmen
2005-12-21,1982,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
2005-12-21,1984,Oficina,Venta,Tarragona,110,701250,2006-11-11,Luisa
2005-12-21,1985,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
2005-12-22,1989,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
2005-12-22,1991,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
2005-12-22,1992,Industrial,Venta,Lleida,116,984144,2006-06-04,Luisa
2005-12-23,1993,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
2005-12-23,1994,Casa,Venta,Girona,86,651192,2006-04-23,Luisa
2005-12-23,1996,Industrial,Venta,Tarragona,178,1642584,2006-12-18,Luisa
2005-12-23,1997,Casa,Venta,Tarragona,206,1058840,2006-04-02,Jesús
2005-12-24,1998,Local,Venta,Tarragona,264,2303928,2006-04-17,Luisa
2005-12-24,1999,Piso,Venta,Tarragona,243,1693710,2006-05-23,Pedro
2005-12-25,2000,Oficina,Venta,Tarragona,96,456672,2006-07-01,Pedro
2005-12-25,2001,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2005-12-25,2002,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2005-12-27,2006,Parking,Venta,Girona,272,1774528,2006-06-21,Jesús
2005-12-27,2010,Piso,Venta,Barcelona,158,1040746,2006-09-25,Luisa
2005-12-28,2011,Oficina,Venta,Lleida,259,1555813,2006-09-17,Carmen
2005-12-30,2012,Piso,Venta,Tarragona,94,924866,2006-12-23,Jesús
2005-12-30,2015,Parking,Venta,Girona,262,1407726,2006-11-01,María
2006-01-01,2018,Industrial,Venta,Barcelona,75,545925,2006-09-08,Joaquín
2006-01-02,2022,Industrial,Venta,Tarragona,129,588756,2006-09-05,Carmen
2006-01-02,2023,Local,Venta,Girona,141,763233,2006-12-26,Luisa
2006-01-03,2027,Industrial,Venta,Girona,41,368959,2006-08-29,Carmen
2006-01-03,2028,Local,Venta,Barcelona,122,680760,2006-05-01,María
2006-01-03,2031,Parking,Venta,Lleida,233,1450425,2006-07-16,Luisa
2006-01-03,2032,Industrial,Venta,Girona,116,616192,2006-05-21,María
2006-01-05,2035,Industrial,Venta,Lleida,289,1809140,2006-09-12,Joaquín
2006-01-05,2036,Parking,Venta,Barcelona,90,446940,2006-06-26,María
2006-01-06,2037,Local,Venta,Barcelona,110,700700,2006-04-20,Pedro
2006-01-06,2039,Parking,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
2006-01-07,2041,Industrial,Venta,Tarragona,120,823200,2006-09-02,María
2006-01-08,2042,Suelo,Venta,Barcelona,80,539280,2006-08-01,María
