Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Local,1828,2005-10-16,Venta,Barcelona,214,1687604,2006-01-22,Luisa
Oficina,1830,2005-10-17,Venta,Lleida,202,1867692,2006-03-06,Jesús
Oficina,1831,2005-10-17,Venta,Tarragona,156,991224,2006-05-30,Carmen
Oficina,1835,2005-10-19,Venta,Tarragona,70,511840,2006-03-20,María
Industrial,1842,2005-10-22,Venta,Lleida,254,2299208,2006-09-05,Pedro
Parking,1851,2005-10-28,Venta,Tarragona,162,957582,2006-03-24,Joaquín
Suelo,1854,2005-10-28,Venta,Barcelona,249,1878954,2006-10-28,Luisa
Local,1857,2005-10-30,Venta,Lleida,254,2394204,2006-08-19,María
Suelo,1861,2005-11-02,Venta,Lleida,228,1944840,2006-10-10,María
Parking,1862,2005-11-02,Venta,Barcelona,249,2221329,2006-05-12,Pedro
Suelo,1863,2005-11-02,Venta,Tarragona,82,417872,2006-03-23,Luisa
Casa,1865,2005-11-03,Venta,Lleida,71,299407,2006-04-05,María
Suelo,1866,2005-11-03,Venta,Lleida,70,540890,2006-06-12,Jesús
Parking,1867,2005-11-03,Venta,Tarragona,111,514596,2006-05-27,Luisa
Piso,1874,2005-11-07,Venta,Lleida,128,706560,2006-04-16,Carmen
Oficina,1875,2005-11-07,Venta,Lleida,93,589155,2006-04-22,Carmen
Oficina,1877,2005-11-08,Venta,Tarragona,171,1093887,2006-04-09,Pedro
Piso,1879,2005-11-08,Venta,Tarragona,59,265913,2006-05-13,Luisa
Suelo,1885,2005-11-12,Venta,Tarragona,225,1300500,2006-07-24,Carmen
Parking,1887,2005-11-13,Venta,Barcelona,156,692484,2006-02-19,Pedro
Suelo,1888,2005-11-13,Venta,Tarragona,68,392972,2006-07-27,Pedro
Oficina,1890,2005-11-13,Venta,Tarragona,251,2070750,2006-09-03,Carmen
Industrial,1892,2005-11-13,Venta,Tarragona,154,1380764,2006-05-04,Carmen
Suelo,1895,2005-11-14,Venta,Lleida,280,1720320,2006-04-05,María
Oficina,1896,2005-11-14,Venta,Lleida,191,804683,2006-02-14,María
Local,1900,2005-11-16,Venta,Tarragona,277,1116587,2006-10-01,Carmen
Parking,1903,2005-11-19,Venta,Barcelona,145,1213505,2006-11-05,Pedro
Oficina,1904,2005-11-19,Venta,Tarragona,220,1601600,2006-05-05,Luisa
Suelo,1907,2005-11-20,Venta,Tarragona,106,501380,2006-10-16,Jesús
Parking,1908,2005-11-21,Venta,Lleida,51,472668,2006-04-04,María
Oficina,1916,2005-11-22,Venta,Lleida,263,2323868,2006-05-25,Pedro
Local,1917,2005-11-23,Venta,Tarragona,58,426010,2006-03-09,Joaquín
Casa,1922,2005-11-24,Venta,Tarragona,223,1360523,2006-03-02,Jesús
Piso,1936,2005-11-28,Venta,Barcelona,249,1780350,2006-03-14,Luisa
Local,1938,2005-11-29,Venta,Tarragona,154,783860,2006-05-10,Carmen
Casa,1941,2005-11-30,Venta,Lleida,172,1701080,2006-10-06,María
Oficina,1943,2005-12-01,Venta,Lleida,289,1406563,2006-08-10,Jesús
Local,1945,2005-12-03,Venta,Lleida,264,1545720,2006-06-09,Luisa
Piso,1949,2005-12-05,Venta,Barcelona,85,693515,2006-03-31,Luisa
Industrial,1950,2005-12-05,Venta,Barcelona,67,324213,2006-04-10,Luisa
Industrial,1954,2005-12-06,Venta,Lleida,264,1346136,2006-10-25,Joaquín
Casa,1955,2005-12-07,Venta,Barcelona,150,753900,2006-03-30,María
Casa,1959,2005-12-09,Venta,Tarragona,203,1002211,2006-10-04,María
Industrial,1960,2005-12-09,Venta,Tarragona,287,2446962,2006-11-10,María
Suelo,1961,2005-12-09,Venta,Barcelona,171,807120,2006-11-21,Pedro
Suelo,1962,2005-12-11,Venta,Barcelona,238,2203166,2006-05-01,Carmen
Local,1966,2005-12-13,Venta,Barcelona,66,270996,2006-07-04,Luisa
Casa,1967,2005-12-14,Venta,Lleida,216,2046384,2006-07-03,Pedro
Local,1968,2005-12-15,Venta,Lleida,218,1732446,2006-10-05,Jesús
Piso,1969,2005-12-16,Venta,Barcelona,259,1842785,2006-07-19,María
Casa,1970,2005-12-16,Venta,Barcelona,106,856692,2006-06-12,María
Local,1976,2005-12-17,Venta,Barcelona,165,1393095,2006-12-15,Carmen
Casa,1978,2005-12-19,Venta,Tarragona,162,696762,2006-07-06,Pedro
Local,1980,2005-12-20,Venta,Lleida,281,2671748,2006-12-18,Carmen
Piso,1982,2005-12-21,Venta,Barcelona,248,1036392,2006-12-03,Luisa
Oficina,1984,2005-12-21,Venta,Tarragona,110,701250,2006-11-11,Luisa
Piso,1985,2005-12-21,Venta,Tarragona,289,2789428,2006-04-29,Pedro
Casa,1989,2005-12-22,Venta,Barcelona,276,2548584,2006-10-13,Jesús
Oficina,1991,2005-12-22,Venta,Tarragona,274,2456958,2006-10-03,Jesús
Industrial,1992,2005-12-22,Venta,Lleida,116,984144,2006-06-04,Luisa
Industrial,1996,2005-12-23,Venta,Tarragona,178,1642584,2006-12-18,Luisa
Casa,1997,2005-12-23,Venta,Tarragona,206,1058840,2006-04-02,Jesús
Local,1998,2005-12-24,Venta,Tarragona,264,2303928,2006-04-17,Luisa
Piso,1999,2005-12-24,Venta,Tarragona,243,1693710,2006-05-23,Pedro
Oficina,2000,2005-12-25,Venta,Tarragona,96,456672,2006-07-01,Pedro
Suelo,2001,2005-12-25,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
Casa,2002,2005-12-25,Venta,Barcelona,283,1653852,2006-08-28,María
Piso,2010,2005-12-27,Venta,Barcelona,158,1040746,2006-09-25,Luisa
Oficina,2011,2005-12-28,Venta,Lleida,259,1555813,2006-09-17,Carmen
Piso,2012,2005-12-30,Venta,Tarragona,94,924866,2006-12-23,Jesús
Industrial,2018,2006-01-01,Venta,Barcelona,75,545925,2006-09-08,Joaquín
Industrial,2022,2006-01-02,Venta,Tarragona,129,588756,2006-09-05,Carmen
Local,2028,2006-01-03,Venta,Barcelona,122,680760,2006-05-01,María
Parking,2031,2006-01-03,Venta,Lleida,233,1450425,2006-07-16,Luisa
Industrial,2035,2006-01-05,Venta,Lleida,289,1809140,2006-09-12,Joaquín
Parking,2036,2006-01-05,Venta,Barcelona,90,446940,2006-06-26,María
Local,2037,2006-01-06,Venta,Barcelona,110,700700,2006-04-20,Pedro
Parking,2039,2006-01-06,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
Industrial,2041,2006-01-07,Venta,Tarragona,120,823200,2006-09-02,María
Suelo,2042,2006-01-08,Venta,Barcelona,80,539280,2006-08-01,María
Local,2048,2006-01-10,Venta,Tarragona,170,1102280,2006-08-05,Pedro
Casa,2049,2006-01-10,Venta,Barcelona,275,1856525,2006-09-04,Jesús
Parking,2051,2006-01-11,Venta,Tarragona,130,1275560,2006-11-13,María
Oficina,2054,2006-01-11,Venta,Tarragona,247,1568697,2006-05-14,Luisa
Oficina,2060,2006-01-13,Venta,Barcelona,207,1437408,2006-08-21,María
Suelo,2061,2006-01-13,Venta,Lleida,261,1615851,2006-12-25,Jesús
Suelo,2063,2006-01-13,Venta,Barcelona,274,1450556,2006-09-03,María
Casa,2065,2006-01-14,Venta,Tarragona,148,873200,2006-09-26,Pedro
Suelo,2070,2006-01-15,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
Casa,2072,2006-01-15,Venta,Barcelona,93,808170,2006-07-03,Jesús
Industrial,2074,2006-01-16,Venta,Barcelona,80,363280,2006-12-19,Pedro
Local,2075,2006-01-16,Venta,Lleida,209,1355365,2006-07-01,Joaquín
Piso,2076,2006-01-17,Venta,Barcelona,267,1074675,2006-10-20,Carmen
Industrial,2088,2006-01-21,Venta,Lleida,101,674276,2006-10-30,Luisa
Suelo,2091,2006-01-23,Venta,Lleida,171,1298403,2006-08-31,Carmen
Local,2095,2006-01-23,Venta,Lleida,40,272880,2006-09-01,María
Local,2099,2006-01-24,Venta,Lleida,144,1247760,2006-08-03,Luisa
Casa,2100,2006-01-24,Venta,Lleida,80,727680,2006-07-12,Joaquín
Piso,2101,2006-01-24,Venta,Tarragona,220,1522840,2006-05-02,María
Local,2102,2006-01-24,Venta,Tarragona,197,1489911,2006-04-24,Carmen
Oficina,2104,2006-01-25,Venta,Barcelona,223,1970874,2006-06-08,Joaquín
Industrial,2107,2006-01-25,Venta,Lleida,84,816228,2006-12-22,Jesús
Oficina,2108,2006-01-26,Venta,Tarragona,139,1197485,2007-01-24,Pedro
Casa,2109,2006-01-26,Venta,Lleida,91,528892,2006-12-14,María
Oficina,2111,2006-01-26,Venta,Lleida,261,2233899,2006-10-29,Luisa
Parking,2112,2006-01-26,Venta,Tarragona,81,709560,2006-06-28,Joaquín
Oficina,2113,2006-01-26,Venta,Lleida,258,2111472,2006-05-31,Joaquín
Industrial,2118,2006-01-29,Venta,Lleida,246,1285842,2006-08-09,Jesús
Local,2123,2006-01-31,Venta,Barcelona,56,550816,2006-12-03,Jesús
Parking,2124,2006-02-01,Venta,Lleida,89,475171,2006-10-12,Luisa
Casa,2125,2006-02-01,Venta,Barcelona,95,650750,2006-09-24,Carmen
Piso,2126,2006-02-01,Venta,Barcelona,252,2381400,2006-06-13,María
Piso,2127,2006-02-01,Venta,Lleida,157,1409546,2007-01-05,Pedro
Parking,2128,2006-02-02,Venta,Lleida,264,2181432,2006-12-25,María
Piso,2130,2006-02-02,Venta,Lleida,168,928368,2006-12-25,Jesús
Casa,2133,2006-02-03,Venta,Barcelona,40,190280,2006-11-22,Joaquín
Parking,2134,2006-02-03,Venta,Lleida,235,2290545,2006-08-22,Carmen
Piso,2136,2006-02-04,Venta,Tarragona,68,669664,2006-05-29,Jesús
Local,2137,2006-02-04,Venta,Tarragona,216,1204200,2007-01-17,Joaquín
Oficina,2145,2006-02-07,Venta,Tarragona,46,224342,2006-06-14,Jesús
Piso,2146,2006-02-07,Venta,Tarragona,95,570760,2006-07-01,María
Casa,2147,2006-02-07,Venta,Barcelona,104,682240,2006-08-30,Jesús
Local,2151,2006-02-09,Venta,Lleida,43,303365,2006-12-24,Pedro
Piso,2152,2006-02-09,Venta,Barcelona,293,1298869,2006-07-11,Jesús
Parking,2153,2006-02-09,Venta,Barcelona,227,2001232,2006-12-06,María
Casa,2157,2006-02-10,Venta,Tarragona,254,1522222,2007-02-05,María
Casa,2158,2006-02-11,Venta,Tarragona,96,652896,2006-11-07,Joaquín
Oficina,2159,2006-02-11,Venta,Barcelona,233,1157544,2006-06-10,Jesús
Parking,2161,2006-02-12,Venta,Lleida,210,1511160,2006-10-21,Luisa
Oficina,2164,2006-02-12,Venta,Tarragona,62,506540,2006-10-08,Joaquín
Casa,2165,2006-02-13,Venta,Barcelona,83,444299,2007-01-18,Joaquín
Suelo,2167,2006-02-15,Venta,Barcelona,149,1436211,2007-02-01,María
Suelo,2169,2006-02-15,Venta,Tarragona,227,2069786,2006-10-16,Luisa
Oficina,2173,2006-02-16,Venta,Tarragona,279,2331324,2006-08-02,Joaquín
Suelo,2174,2006-02-16,Venta,Lleida,188,1541976,2006-07-19,Joaquín
Suelo,2181,2006-02-17,Venta,Lleida,153,1140156,2006-06-30,Joaquín
Industrial,2182,2006-02-18,Venta,Tarragona,126,1031058,2006-09-13,Carmen
Local,2183,2006-02-18,Venta,Tarragona,55,262185,2007-02-02,Joaquín
Piso,2190,2006-02-20,Venta,Tarragona,217,1912638,2006-10-22,Luisa
Casa,2192,2006-02-21,Venta,Lleida,249,1307250,2006-11-20,Luisa
Casa,2195,2006-02-22,Venta,Lleida,168,850752,2006-07-12,Joaquín
Oficina,2197,2006-02-22,Venta,Lleida,160,800160,2006-10-12,Jesús
Local,2198,2006-02-22,Venta,Barcelona,110,704770,2007-01-17,Pedro
Industrial,2199,2006-02-22,Venta,Tarragona,193,982563,2006-05-26,Pedro
Parking,2202,2006-02-24,Venta,Barcelona,135,764505,2006-06-10,Pedro
Industrial,2205,2006-02-27,Venta,Lleida,166,685082,2007-02-02,Joaquín
Casa,2207,2006-02-28,Venta,Barcelona,281,2577332,2006-07-03,Carmen
Industrial,2208,2006-02-28,Venta,Tarragona,100,888900,2006-08-02,Joaquín
Oficina,2209,2006-03-01,Venta,Tarragona,296,1761200,2007-02-13,Joaquín
Local,2211,2006-03-01,Venta,Lleida,146,1095146,2006-10-21,María
Local,2212,2006-03-01,Venta,Barcelona,287,1351196,2006-06-18,Jesús
Local,2217,2006-03-03,Venta,Tarragona,130,703950,2006-10-28,María
Parking,2224,2006-03-05,Venta,Barcelona,293,1996209,2006-07-26,Jesús
Suelo,2225,2006-03-05,Venta,Tarragona,243,1552041,2006-12-03,Luisa
Suelo,2228,2006-03-06,Venta,Tarragona,176,1463264,2006-12-21,Pedro
Parking,2232,2006-03-07,Venta,Barcelona,227,2257515,2007-02-06,Luisa
Suelo,2235,2006-03-08,Venta,Barcelona,62,500836,2007-02-16,Joaquín
Piso,2236,2006-03-08,Venta,Tarragona,138,1343844,2007-01-01,Carmen
Industrial,2237,2006-03-08,Venta,Tarragona,248,1460224,2007-01-26,María
Industrial,2242,2006-03-11,Venta,Tarragona,84,708792,2007-02-26,Luisa
Casa,2248,2006-03-13,Venta,Barcelona,143,616044,2007-01-19,Carmen
Parking,2252,2006-03-15,Venta,Lleida,48,400512,2006-07-22,Pedro
Piso,2253,2006-03-16,Venta,Tarragona,258,1646556,2006-11-30,Carmen
Piso,2262,2006-03-20,Venta,Tarragona,199,1685729,2006-12-27,Luisa
Local,2267,2006-03-21,Venta,Barcelona,151,776442,2006-08-21,Jesús
Industrial,2269,2006-03-23,Venta,Tarragona,185,867465,2007-02-05,María
Suelo,2275,2006-03-26,Venta,Tarragona,114,461130,2006-12-26,Joaquín
Oficina,2279,2006-03-28,Venta,Tarragona,66,328482,2006-12-14,Joaquín
Casa,2282,2006-03-29,Venta,Tarragona,76,385396,2007-02-17,Jesús
Local,2286,2006-03-30,Venta,Lleida,108,780516,2006-10-07,Joaquín
Suelo,2287,2006-03-30,Venta,Tarragona,230,1690730,2006-11-15,Carmen
Industrial,2289,2006-03-31,Venta,Barcelona,111,882783,2006-09-07,María
Piso,2290,2006-03-31,Venta,Lleida,97,950891,2007-03-13,Luisa
Suelo,2292,2006-03-31,Venta,Barcelona,295,1490930,2007-03-14,Joaquín
Local,2293,2006-04-01,Venta,Tarragona,102,828138,2006-11-12,Carmen
Suelo,2294,2006-04-01,Venta,Tarragona,112,485520,2006-12-08,Luisa
Local,2295,2006-04-01,Venta,Barcelona,155,1425690,2006-11-08,Jesús
Oficina,2298,2006-04-01,Venta,Tarragona,118,733134,2007-01-21,Jesús
Oficina,2300,2006-04-02,Venta,Tarragona,128,1213312,2006-11-02,María
Local,2304,2006-04-04,Venta,Barcelona,185,779220,2006-10-26,María
Piso,2306,2006-04-04,Venta,Lleida,150,1267950,2006-09-15,Jesús
Parking,2309,2006-04-05,Venta,Tarragona,298,2236490,2007-01-07,Joaquín
Parking,2317,2006-04-08,Venta,Tarragona,151,737635,2007-03-12,Carmen
Suelo,2318,2006-04-08,Venta,Tarragona,179,809080,2006-09-01,Jesús
Piso,2319,2006-04-09,Venta,Lleida,47,313537,2007-01-05,Joaquín
Local,2323,2006-04-09,Venta,Tarragona,141,1058628,2007-01-29,Luisa
Industrial,2327,2006-04-11,Venta,Tarragona,161,1240827,2007-03-05,Carmen
Local,2329,2006-04-12,Venta,Tarragona,188,1772840,2006-12-08,Pedro
Parking,2331,2006-04-12,Venta,Lleida,224,1901536,2007-03-23,Joaquín
Industrial,2332,2006-04-12,Venta,Lleida,180,984780,2006-09-01,Joaquín
Industrial,2333,2006-04-13,Venta,Lleida,135,973890,2007-01-09,Joaquín
Industrial,2334,2006-04-13,Venta,Barcelona,288,1781568,2006-09-24,María
Local,2337,2006-04-14,Venta,Barcelona,193,1826938,2006-09-12,Pedro
Local,2339,2006-04-16,Venta,Lleida,211,958151,2007-02-01,Carmen
Casa,2340,2006-04-16,Venta,Tarragona,196,1670116,2006-09-19,Pedro
Suelo,2342,2006-04-17,Venta,Lleida,244,1386164,2007-03-27,María
Industrial,2346,2006-04-21,Venta,Lleida,143,1258972,2006-12-03,Luisa
Oficina,2350,2006-04-22,Venta,Lleida,62,433008,2006-10-20,Carmen
Local,2352,2006-04-22,Venta,Tarragona,252,1690164,2006-11-16,María
Oficina,2353,2006-04-22,Venta,Barcelona,160,745600,2007-01-06,Joaquín
Casa,2355,2006-04-22,Venta,Barcelona,289,1504823,2006-10-31,Luisa
Local,2361,2006-04-26,Venta,Barcelona,218,2136182,2007-01-14,Luisa
Local,2367,2006-04-29,Venta,Tarragona,243,2047761,2006-10-12,María
Casa,2368,2006-04-29,Venta,Lleida,134,1024698,2006-11-09,Jesús
Suelo,2371,2006-04-29,Venta,Lleida,270,2364390,2007-04-02,Luisa
Piso,2373,2006-04-30,Venta,Barcelona,200,1996000,2006-08-05,Joaquín
Piso,2374,2006-05-01,Venta,Lleida,239,1264310,2007-02-15,Carmen
Local,2378,2006-05-02,Venta,Barcelona,292,1538256,2007-05-01,Jesús
Piso,2379,2006-05-02,Venta,Barcelona,233,1220454,2007-04-18,Carmen
Casa,2382,2006-05-03,Venta,Barcelona,148,749472,2006-10-26,María
Parking,2388,2006-05-05,Venta,Lleida,106,594130,2006-12-03,Carmen
Casa,2390,2006-05-05,Venta,Lleida,290,1853390,2007-05-01,Luisa
Oficina,2392,2006-05-08,Venta,Lleida,92,783380,2007-05-07,María
Local,2396,2006-05-11,Venta,Barcelona,170,1602930,2006-11-05,Joaquín
Piso,2399,2006-05-12,Venta,Tarragona,106,729280,2007-03-22,Jesús
Local,2407,2006-05-14,Venta,Barcelona,139,560170,2006-08-27,Jesús
Parking,2410,2006-05-15,Venta,Tarragona,67,615663,2007-03-24,Jesús
Industrial,2411,2006-05-15,Venta,Tarragona,201,1163388,2007-01-24,Joaquín
Industrial,2422,2006-05-19,Venta,Tarragona,280,2370200,2007-02-04,Luisa
Suelo,2425,2006-05-20,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
Parking,2427,2006-05-21,Venta,Barcelona,213,928041,2006-12-10,Luisa
Suelo,2431,2006-05-22,Venta,Lleida,271,2303500,2007-01-22,Luisa
Piso,2438,2006-05-26,Venta,Lleida,129,818505,2006-08-30,Carmen
Suelo,2449,2006-05-29,Venta,Barcelona,228,2203620,2007-03-29,Joaquín
Oficina,2451,2006-05-30,Venta,Barcelona,65,458640,2006-11-26,Joaquín
Suelo,2452,2006-05-30,Venta,Lleida,83,825518,2007-04-29,Joaquín
Local,2453,2006-05-30,Venta,Tarragona,181,1438226,2006-12-27,Pedro
Casa,2455,2006-05-31,Venta,Tarragona,190,1410370,2006-11-01,María
Casa,2456,2006-05-31,Venta,Barcelona,156,916500,2006-09-11,Joaquín
Piso,2457,2006-06-01,Venta,Lleida,234,1305720,2006-08-31,Luisa
Casa,2459,2006-06-01,Venta,Lleida,270,1097010,2007-04-02,María
Piso,2462,2006-06-02,Venta,Lleida,246,1044762,2007-03-22,María
Suelo,2464,2006-06-03,Venta,Tarragona,262,1843694,2006-12-29,Carmen
Industrial,2465,2006-06-03,Venta,Lleida,122,1107028,2006-11-19,Pedro
Piso,2467,2006-06-03,Venta,Lleida,224,1705760,2007-03-03,Jesús
Piso,2468,2006-06-04,Venta,Barcelona,57,360696,2007-02-05,Pedro
Casa,2469,2006-06-04,Venta,Barcelona,260,1616680,2007-04-25,Carmen
Oficina,2472,2006-06-05,Venta,Tarragona,166,1068376,2007-03-14,Carmen
Local,2474,2006-06-06,Venta,Lleida,126,1199394,2006-12-08,Carmen
Parking,2479,2006-06-06,Venta,Tarragona,73,395879,2007-02-08,Jesús
Oficina,2481,2006-06-06,Venta,Lleida,209,1637515,2007-04-12,Jesús
Industrial,2482,2006-06-06,Venta,Barcelona,215,984915,2006-12-07,María
Piso,2496,2006-06-11,Venta,Barcelona,149,701492,2006-11-02,Carmen
Oficina,2500,2006-06-11,Venta,Barcelona,165,1204005,2007-01-23,María
Suelo,2502,2006-06-13,Venta,Tarragona,89,422750,,
Local,2504,2006-06-13,Venta,Barcelona,245,2090340,,
Oficina,2505,2006-06-14,Venta,Lleida,239,2235367,2006-10-09,María
Oficina,2507,2006-06-15,Venta,Lleida,219,958563,,
Suelo,2510,2006-06-16,Venta,Barcelona,146,954986,2007-04-23,María
Piso,2512,2006-06-16,Venta,Tarragona,280,2384480,2007-01-01,Pedro
Casa,2513,2006-06-17,Venta,Barcelona,180,887940,2006-10-12,Jesús
Industrial,2514,2006-06-17,Venta,Lleida,134,1083256,2007-01-05,Jesús
Casa,2518,2006-06-18,Venta,Tarragona,248,1826024,,
Oficina,2521,2006-06-21,Venta,Lleida,212,1736068,2006-12-24,Joaquín
Industrial,2524,2006-06-22,Venta,Tarragona,91,885339,2006-09-28,Pedro
Suelo,2527,2006-06-23,Venta,Lleida,298,2458798,2006-12-10,Jesús
Piso,2532,2006-06-25,Venta,Tarragona,66,373032,,
Piso,2535,2006-06-26,Venta,Lleida,99,819621,2006-10-11,Pedro
Casa,2538,2006-06-28,Venta,Lleida,214,1504420,2006-12-14,Joaquín
Suelo,2541,2006-06-30,Venta,Lleida,209,1844425,2007-04-10,Pedro
Casa,2555,2006-07-04,Venta,Barcelona,267,2091144,2006-12-24,Luisa
Oficina,2556,2006-07-04,Venta,Barcelona,250,1298500,2006-11-24,Joaquín
Oficina,2566,2006-07-09,Venta,Barcelona,81,654885,2006-11-13,Pedro
Suelo,2567,2006-07-09,Venta,Barcelona,157,914839,2006-10-21,Jesús
Parking,2570,2006-07-10,Venta,Barcelona,93,512430,2007-04-28,Carmen
Suelo,2571,2006-07-10,Venta,Tarragona,191,1127473,2007-04-01,Luisa
Industrial,2572,2006-07-10,Venta,Tarragona,169,1154101,,
Industrial,2573,2006-07-11,Venta,Lleida,138,668748,2007-01-19,Carmen
Parking,2574,2006-07-11,Venta,Barcelona,256,2470912,,
Oficina,2575,2006-07-13,Venta,Lleida,58,409712,,
Suelo,2576,2006-07-13,Venta,Barcelona,167,888941,2007-04-19,Luisa
Casa,2587,2006-07-18,Venta,Barcelona,229,1634373,2006-12-19,Jesús
Industrial,2588,2006-07-18,Venta,Barcelona,193,1559054,,
Suelo,2591,2006-07-19,Venta,Tarragona,213,1359579,2007-02-24,Carmen
Local,2594,2006-07-20,Venta,Lleida,265,1632930,2007-03-08,María
Oficina,2596,2006-07-21,Venta,Barcelona,258,1700994,2006-10-23,Jesús
Casa,2599,2006-07-22,Venta,Lleida,259,1626779,2007-05-01,Joaquín
Parking,2600,2006-07-22,Venta,Barcelona,64,485824,2007-02-24,María
Oficina,2604,2006-07-24,Venta,Barcelona,112,670208,2007-02-25,María
Oficina,2610,2006-07-27,Venta,Barcelona,143,1365936,2007-03-13,María
Casa,2613,2006-07-28,Venta,Barcelona,294,2618364,,
Parking,2614,2006-07-28,Venta,Tarragona,242,1844282,,
Industrial,2618,2006-07-29,Venta,Lleida,84,769860,2007-01-02,Joaquín
Suelo,2621,2006-07-31,Venta,Tarragona,194,1476534,2006-11-27,Luisa
Local,2625,2006-08-01,Venta,Tarragona,277,1232927,,
Suelo,2629,2006-08-02,Venta,Tarragona,295,1706280,2007-02-03,Joaquín
Piso,2631,2006-08-03,Venta,Lleida,291,1776555,,
Industrial,2632,2006-08-04,Venta,Lleida,186,1527618,2007-03-26,Joaquín
Piso,2633,2006-08-04,Venta,Tarragona,115,880440,2007-01-21,María
Local,2640,2006-08-08,Venta,Tarragona,78,596778,2006-12-06,Pedro
Industrial,2644,2006-08-09,Venta,Barcelona,282,2205240,,
Casa,2645,2006-08-10,Venta,Lleida,232,1341656,2006-12-01,Joaquín
Piso,2650,2006-08-11,Venta,Tarragona,275,1324125,2006-12-31,Carmen
Local,2652,2006-08-13,Venta,Tarragona,98,957264,,
Parking,2653,2006-08-13,Venta,Barcelona,110,643060,2006-12-24,Carmen
Suelo,2655,2006-08-13,Venta,Lleida,118,891136,,
Oficina,2659,2006-08-14,Venta,Tarragona,73,395149,,
Local,2662,2006-08-17,Venta,Lleida,179,954249,2006-12-21,Carmen
Parking,2664,2006-08-19,Venta,Lleida,164,1165548,,
Oficina,2666,2006-08-21,Venta,Barcelona,258,2539236,2007-01-11,Joaquín
Piso,2668,2006-08-21,Venta,Tarragona,84,554148,,
Parking,2671,2006-08-22,Venta,Lleida,99,925749,,
Local,2672,2006-08-22,Venta,Barcelona,128,996096,2007-04-27,Luisa
Casa,2674,2006-08-23,Venta,Barcelona,173,760854,2007-03-13,Jesús
Piso,2675,2006-08-23,Venta,Barcelona,41,219145,2006-12-21,Carmen
Suelo,2677,2006-08-24,Venta,Lleida,214,1114940,,
Casa,2678,2006-08-24,Venta,Tarragona,239,1793695,2006-12-16,Carmen
Local,2680,2006-08-25,Venta,Tarragona,228,1096452,2007-03-31,Luisa
Suelo,2682,2006-08-26,Venta,Lleida,269,1971501,,
Local,2690,2006-08-29,Venta,Barcelona,272,2399312,2006-12-28,Luisa
Piso,2693,2006-08-29,Venta,Tarragona,215,1981440,2007-05-03,Jesús
Piso,2694,2006-08-30,Venta,Lleida,233,2200452,,
Casa,2696,2006-08-30,Venta,Tarragona,255,2080290,2007-01-19,Luisa
Oficina,2697,2006-08-31,Venta,Barcelona,298,2977318,,
Piso,2699,2006-09-01,Venta,Tarragona,70,634130,2007-02-19,Joaquín
Casa,2703,2006-09-04,Venta,Barcelona,289,2534241,2007-01-28,María
Piso,2707,2006-09-05,Venta,Tarragona,51,351492,2007-01-26,María
Local,2716,2006-09-07,Venta,Lleida,224,2076480,,
Oficina,2718,2006-09-08,Venta,Tarragona,245,1349705,,
Casa,2720,2006-09-09,Venta,Lleida,188,918380,,
Parking,2721,2006-09-09,Venta,Tarragona,48,256992,,
Parking,2722,2006-09-10,Venta,Barcelona,251,2180939,,
Parking,2724,2006-09-10,Venta,Lleida,202,874256,,
Piso,2726,2006-09-11,Venta,Tarragona,100,545100,2007-01-11,Pedro
Local,2727,2006-09-11,Venta,Tarragona,230,1580790,2007-03-04,Carmen
Oficina,2729,2006-09-12,Venta,Lleida,183,920490,,
Parking,2730,2006-09-13,Venta,Barcelona,68,583236,,
Piso,2731,2006-09-13,Venta,Barcelona,294,2885316,2007-02-13,María
Oficina,2732,2006-09-14,Venta,Lleida,225,1239525,,
Oficina,2735,2006-09-15,Venta,Lleida,151,1057755,,
Oficina,2740,2006-09-18,Venta,Lleida,239,2297985,,
Industrial,2741,2006-09-19,Venta,Barcelona,144,672192,2007-02-15,María
Suelo,2742,2006-09-19,Venta,Lleida,182,1298752,,
Piso,2743,2006-09-19,Venta,Tarragona,137,578688,,
Industrial,2744,2006-09-19,Venta,Tarragona,245,1728230,,
Oficina,2745,2006-09-19,Venta,Barcelona,164,1040252,2007-01-02,Carmen
Suelo,2746,2006-09-20,Venta,Barcelona,131,1134984,,
Industrial,2748,2006-09-20,Venta,Tarragona,132,579348,2006-12-31,Carmen
Casa,2749,2006-09-21,Venta,Lleida,211,1326135,,
Parking,2750,2006-09-21,Venta,Lleida,257,2121278,2007-02-23,Joaquín
Suelo,2753,2006-09-22,Venta,Lleida,138,1317210,2007-01-07,María
Piso,2754,2006-09-23,Venta,Barcelona,254,2001266,2007-02-10,Luisa
Piso,2758,2006-09-25,Venta,Lleida,98,458346,,
Local,2762,2006-09-27,Venta,Tarragona,211,1819875,,
Oficina,2763,2006-09-27,Venta,Lleida,135,1345545,2007-05-07,Luisa
Suelo,2765,2006-09-28,Venta,Lleida,115,1094225,,
Industrial,2767,2006-09-29,Venta,Barcelona,216,1734264,2007-05-06,Pedro
Casa,2768,2006-09-29,Venta,Barcelona,258,1536906,,
Piso,2773,2006-10-02,Venta,Barcelona,292,1536212,,
